month_code,Item_Name,UOM,Opening_Stock_Qty,Opening_Stock_Amt,Recieved_Stock_Qty,Recieved_Stock_Amt,Closing_Stock_Qty,Closing_Stock_Amt,Consumed_Stock_Qty,Consumed_Stock_Amt
2022-09,M Thuvara,Kg,0.0,0.0,2.0,250.0,0.15,18.75,1.85,231.25
2022-09,Puramate Basil 250g Pouch,Nos,0.0,0.0,1.0,195.0,0.0,0.0,1.0,195.0
2022-09,Veeba Eggless Mayonise Chef 1KG,Nos,0.0,0.0,12.0,1680.0,11.0,1540.0,1.0,140.0
2022-09,TAJIR HABIT Pinaple Slice 50g,Nos,0.0,0.0,6.0,630.0,5.0,525.0,1.0,105.0
2022-09,Dip Bowl,Nos,0.0,0.0,50.0,147.5,26.0,76.7,24.0,70.8
2022-09,Pasta Container Black,Nos,0.0,0.0,50.0,460.0,48.0,441.6,2.0,18.399999999999977
2022-09,Salt,Kg,0.0,0.0,0.0,0.0,0.2,2.6,-0.2,-2.6
2022-09,Green Peas,Kg,0.0,0.0,0.0,0.0,0.1,10.0,-0.1,-10.0
2022-09,Plastic Cover 20X26,Nos,0.0,0.0,0.0,0.0,6.0,21.0,-6.0,-21.0
2022-09,Garlic Paste,Kg,0.0,0.0,0.0,0.0,0.5,25.0,-0.5,-25.0
2022-09,Sugar,Kg,0.0,0.0,0.0,0.0,0.6,28.8,-0.6,-28.8
2022-09,Turmeric Powder,Grams,0.0,0.0,0.0,0.0,150.0,33.0,-150.0,-33.0
2022-09,Vineger,Ltr,0.0,0.0,0.0,0.0,0.8,33.6,-0.8,-33.6
2022-09,Egg,Nos,0.0,0.0,0.0,0.0,6.0,36.0,-6.0,-36.0
2022-09,Salad Bowl 500ml,Nos,0.0,0.0,50.0,363.0,55.0,399.3,-5.0,-36.30000000000001
2022-09,Veeba T. Ketchup 1.2KG,Kg,0.0,0.0,0.0,0.0,0.5,40.83,-0.5,-40.83
2022-09,Milk,Pkt,0.0,0.0,0.0,0.0,2.0,50.0,-2.0,-50.0
2022-09,Black Grapes,Kg,0.0,0.0,0.0,0.0,0.3,54.0,-0.3,-54.0
2022-09,Tissue,Pkt,0.0,0.0,0.0,0.0,6.0,54.0,-6.0,-54.0
2022-09,Cashew nut,Grams,0.0,0.0,0.0,0.0,75.0,60.0,-75.0,-60.0
2022-09,Chicken Kheema,Kg,0.0,0.0,0.0,0.0,0.25,64.75,-0.25,-64.75
2022-09,Paper Glass,Nos,0.0,0.0,0.0,0.0,73.0,73.0,-73.0,-73.0
2022-09,Butter Scotch Sauce 750ml,Grams,0.0,0.0,0.0,0.0,400.0,73.6,-400.0,-73.6
2022-09,Straw,Nos,0.0,0.0,0.0,0.0,244.0,85.4,-244.0,-85.4
2022-09,Plastic Cover 16X20,Nos,0.0,0.0,0.0,0.0,32.0,89.6,-32.0,-89.6
2022-09,Paper Plates,Nos,0.0,0.0,0.0,0.0,95.0,95.0,-95.0,-95.0
2022-09,Veeba T. Ketchup 1.2KG,Nos,0.0,0.0,4.0,392.0,5.0,490.0,-1.0,-98.0
2022-09,Salad Bowl 250ml,Nos,0.0,0.0,50.0,294.5,69.0,406.41,-19.0,-111.91000000000003
2022-09,Corn Meal - MAKKA RAVA,Nos,0.0,0.0,0.0,0.0,1.3,117.0,-1.3,-117.0
2022-09,DVC BLUE OCCEAN FLV SYRUP 750ML,Grams,0.0,0.0,0.0,0.0,200.0,116.53,-200.0,-116.53
2022-09,Plastic Cover 26X30,Nos,0.0,0.0,0.0,0.0,17.0,133.04,-17.0,-133.04
2022-09,CHILLY FLAKES SACHET 0.8GM,Nos,0.0,0.0,2.0,420.0,2.7,567.0,-0.7000000000000002,-147.0
2022-09,Strawberry sause 750,Nos,0.0,0.0,0.0,0.0,1.0,160.0,-1.0,-160.0
2022-09,Chettinad Mix,Kg,0.0,0.0,0.0,0.0,0.35,174.65,-0.35,-174.65
2022-09,DVC MOJITO MINT 750ML,Grams,0.0,0.0,0.0,0.0,300.0,174.8,-300.0,-174.8
2022-09,Wooden Spoon,Nos,0.0,0.0,0.0,0.0,227.0,177.06,-227.0,-177.06
2022-09,Mirinda 250ml pet,Nos,0.0,0.0,0.0,0.0,11.0,192.5,-11.0,-192.5
2022-09,Plastic Cover 12X16,Nos,0.0,0.0,0.0,0.0,56.0,196.0,-56.0,-196.0
2022-09,Dew 250ml Can,Nos,0.0,0.0,0.0,0.0,7.0,210.0,-7.0,-210.0
2022-09,Dew 250ml Pet,Nos,0.0,0.0,0.0,0.0,12.0,210.0,-12.0,-210.0
2022-09,Eastern Coriander 1KG,Kg,0.0,0.0,0.0,0.0,1.0,235.01,-1.0,-235.01
2022-09,Pepsi 250ml Can,Nos,0.0,0.0,0.0,0.0,8.0,240.0,-8.0,-240.0
2022-09,Papper carry bag large,Nos,0.0,0.0,0.0,0.0,23.0,241.5,-23.0,-241.5
2022-09,Palm Oil - Refined Oil,Ltr,0.0,0.0,0.0,0.0,2.0,252.0,-2.0,-252.0
2022-09,Veeba Barbequesauce 1KG,Kg,0.0,0.0,0.0,0.0,1.7,251.96,-1.7,-251.96
2022-09,Ice cube,Pkt,0.0,0.0,0.0,0.0,3.0,270.0,-3.0,-270.0
2022-09,French Fries 6mm,Kg,0.0,0.0,0.0,0.0,2.0,280.0,-2.0,-280.0
2022-09,DVC Passion Fruit 750ML,Grams,0.0,0.0,0.0,0.0,500.0,291.33,-500.0,-291.33
2022-09,Puramate Pasta-Gomiti Rigate - macroni - 500g,Grams,0.0,0.0,0.0,0.0,2200.0,299.2,-2200.0,-299.2
2022-09,Frozen Sweet Corn,Kg,0.0,0.0,0.0,0.0,3.0,309.0,-3.0,-309.0
2022-09,Garlic Chilli Spread,Kg,0.0,0.0,0.0,0.0,2.0,324.0,-2.0,-324.0
2022-09,Noor Jahan Rice 25kg,Kg,0.0,0.0,0.0,0.0,10.0,325.0,-10.0,-325.0
2022-09,Chilli Powder,Kg,0.0,0.0,0.0,0.0,1.0,330.0,-1.0,-330.0
2022-09,French Fries 6mm,Pkt,0.0,0.0,0.0,0.0,1.0,350.0,-1.0,-350.0
2022-09,Piri Piri Marinade 1KG,Kg,0.0,0.0,1.0,445.0,1.8,801.0,-0.8,-356.0
2022-09,Flexi Cream Gold,Nos,0.0,0.0,0.0,0.0,2.0,390.0,-2.0,-390.0
2022-09,Aqua Fina Mineral Water 1Ltr,Nos,0.0,0.0,0.0,0.0,28.0,391.98,-28.0,-391.98
2022-09,DVC Green Apple 750 ML,Nos,0.0,0.0,1.0,437.0,2.0,874.0,-1.0,-437.0
2022-09,DVC Passion Fruit 750ML,Nos,0.0,0.0,0.0,0.0,1.0,437.0,-1.0,-437.0
2022-09,Baby Corn Whole,Tin,0.0,0.0,0.0,0.0,4.0,448.0,-4.0,-448.0
2022-09,7up 250ml Pet,Nos,0.0,0.0,15.0,262.5,41.0,717.5,-26.0,-455.0
2022-09,G.Crown Mushroom Slice 800g,Nos,0.0,0.0,24.0,2232.0,29.0,2697.0,-5.0,-465.0
2022-09,Papper carry bag medium,Nos,0.0,0.0,0.0,0.0,53.0,477.0,-53.0,-477.0
2022-09,Slice Mango 250ml pet,Nos,0.0,0.0,0.0,0.0,27.0,477.09,-27.0,-477.09
2022-09,Veeba Ketchup Sachet,Nos,0.0,0.0,1200.0,960.0,1818.0,1454.4,-618.0,-494.4000000000001
2022-09,Mini Burger Box,Nos,0.0,0.0,0.0,0.0,222.0,510.6,-222.0,-510.6
2022-09,Paneer,Kg,0.0,0.0,0.0,0.0,1.5,540.0,-1.5,-540.0
2022-09,Pepsi 250ml Pet,Nos,0.0,0.0,15.0,262.5,47.0,822.5,-32.0,-560.0
2022-09,BBQ Mix Masala,Kg,0.0,0.0,2.0,862.4,3.3,1422.96,-1.2999999999999998,-560.5600000000001
2022-09,TAJIR JALAPENO SLICES 2.5 KG,Nos,0.0,0.0,1.0,285.0,3.0,855.0,-2.0,-570.0
2022-09,7up 250ml Can,Nos,0.0,0.0,0.0,0.0,24.0,576.0,-24.0,-576.0
2022-09,Herb Mix Masla,Nos,0.0,0.0,0.0,0.0,1.4,579.6,-1.4,-579.6
2022-09,Puramate Pasta-Penne Rigatte 500g,Grams,0.0,0.0,0.0,0.0,3000.0,612.0,-3000.0,-612.0
2022-09,Sarwar Black Olive SLices 3.1KG,Nos,0.0,0.0,1.0,630.0,2.0,1260.0,-1.0,-630.0
2022-09,Veeba Makhani Gravy 1KG,Kg,0.0,0.0,0.0,0.0,3.0,631.68,-3.0,-631.68
2022-09,Schezwan sauce,Nos,0.0,0.0,0.0,0.0,2.0,680.0,-2.0,-680.0
2022-09,Butter,Kg,0.0,0.0,0.0,0.0,2.0,720.0,-2.0,-720.0
2022-09,Zippy Chicken Salami,Kg,0.0,0.0,0.0,0.0,2.7,753.29,-2.7,-753.29
2022-09,Honey,Ltr,0.0,0.0,0.0,0.0,1.7,782.0,-1.7,-782.0
2022-09,Lehar Soda,Nos,0.0,0.0,0.0,0.0,49.0,806.54,-49.0,-806.54
2022-09,OREGANO SACHET 0.8GM,Pkt,0.0,0.0,2.0,420.0,6.0,1260.0,-4.0,-840.0
2022-09,Mc Cain Potato Wedges 2.5kg,Nos,0.0,0.0,0.0,0.0,2.0,860.0,-2.0,-860.0
2022-09,Mirinda 750ml pet,Nos,0.0,0.0,0.0,0.0,25.0,859.5,-25.0,-859.5
2022-09,DVC BLUE OCCEAN FLV SYRUP 750ML,Nos,0.0,0.0,1.0,437.0,3.0,1311.0,-2.0,-874.0
2022-09,DVC MOJITO MINT 750ML,Nos,0.0,0.0,0.0,0.0,2.0,874.0,-2.0,-874.0
2022-09,Moktails Glass,Nos,0.0,0.0,0.0,0.0,100.0,897.0,-100.0,-897.0
2022-09,BBQ Wings,Pkt,0.0,0.0,2.0,893.76,4.3,1921.58,-2.3,-1027.82
2022-09,Papper carry bag small,Nos,0.0,0.0,0.0,0.0,140.0,1120.0,-140.0,-1120.0
2022-09,DVC CHocolate Sauce 2 LTR,Ltr,0.0,0.0,0.0,0.0,3.1,1188.85,-3.1,-1188.85
2022-09,Sumeru Nuggets Premium 1Kg,Kg,0.0,0.0,0.0,0.0,4.3,1195.4,-4.3,-1195.4
2022-09,Processed cheese block,Kg,0.0,0.0,0.0,0.0,2.5,1222.5,-2.5,-1222.5
2022-09,JIVO Pomace Olive Oil ,Ltr,0.0,0.0,0.0,0.0,4.0,1340.04,-4.0,-1340.04
2022-09,Dew 750ml Pet,Nos,0.0,0.0,0.0,0.0,40.0,1375.2,-40.0,-1375.2
2022-09,Lamp Pepperoni,Kg,0.0,0.0,0.0,0.0,1.5,1412.25,-1.5,-1412.25
2022-09,Pepsi 1250ml Pet,Nos,0.0,0.0,0.0,0.0,26.0,1505.92,-26.0,-1505.92
2022-09,Strawberry,Pkt,0.0,0.0,0.0,0.0,3.0,1506.0,-3.0,-1506.0
2022-09,Pepsi 750ml Pet,Nos,0.0,0.0,0.0,0.0,46.0,1581.48,-46.0,-1581.48
2022-09,Chocolate Ice-cream,Pkt,0.0,0.0,0.0,0.0,2.5,1598.75,-2.5,-1598.75
2022-09,7UP 750ml Pet,Nos,0.0,0.0,0.0,0.0,48.0,1650.24,-48.0,-1650.24
2022-09,Neo Red Paprika 3Kg,Nos,0.0,0.0,0.0,0.0,4.0,1680.0,-4.0,-1680.0
2022-09,Vanilla Ice-cream,Pkt,0.0,0.0,0.0,0.0,3.9,1704.3,-3.9,-1704.3
2022-09,7UP 1250ml Pet,Nos,0.0,0.0,0.0,0.0,36.0,2085.12,-36.0,-2085.12
2022-09,Butter Scotch Ice-cream,Pkt,0.0,0.0,0.0,0.0,3.5,2238.25,-3.5,-2238.25
2022-09,GO Colby Cheese Block 2kg,Kg,0.0,0.0,0.0,0.0,4.0,2440.0,-4.0,-2440.0
2022-09,Veeba Pasta & Pizza Sauce 1KG,Kg,0.0,0.0,0.0,0.0,14.0,2519.93,-14.0,-2519.93
2022-09,Dried Yeast,Kg,0.0,0.0,0.0,0.0,8.8,2921.6,-8.8,-2921.6
2022-09,AMUL Mozzarella Diced 1Kg,Kg,0.0,0.0,0.0,0.0,40.1,17202.9,-40.1,-17202.9
2022-10,AMUL Mozzarella Diced 1Kg,Kg,40.1,17202.9,96.0,42623.98,10.0,4590.0,126.1,55236.880000000005
2022-10,Bornless Chicken- pattambi,Kg,0.0,0.0,77.2,19277.99,1.5,390.0,75.5,18887.99
2022-10,Gas-LPG-IOCL,Nos,0.0,0.0,6.0,10200.0,0.0,0.0,6.0,10200.0
2022-10,Maida(Porotta 50kg),Nos,0.0,0.0,5.0,10050.0,0.0,0.0,5.0,10050.0
2022-10,G.Crown Mushroom Slice 800g,Nos,29.0,2697.0,72.0,6696.0,37.0,3441.0,64.0,5952.0
2022-10,Pizza Premix,Kg,12.7,2733.67,22.0,4735.5,7.4,1592.85,27.300000000000004,5876.32
2022-10,Petrol-IOCL,Ltr,0.0,0.0,54.96,5870.0,0.0,0.0,55.0,5870.0
2022-10,Medium Pizza Box,Nos,46.0,564.42,450.0,5521.5,23.0,282.21,473.0,5803.71
2022-10,Palm Oil,Pkt,0.0,0.0,60.0,6160.0,10.0,1080.0,50.0,5080.0
2022-10,Veeba Pasta & Pizza Sauce 1KG,Kg,14.0,2519.93,12.0,2159.94,0.0,0.0,26.0,4679.87
2022-10,Tomato-Veg,Kg,0.0,0.0,133.5,4337.0,0.0,0.0,134.0,4337.0
2022-10,Regular Pizza Box,Nos,76.0,748.6,400.0,3940.0,49.0,482.65,427.0,4205.950000000001
2022-10,BBQ Wings,Kg,0.0,0.0,9.0,4021.92,0.9,402.19,8.1,3619.73
2022-10,French Fries 6mm-ITC,Nos,0.0,0.0,10.0,3500.0,0.0,0.0,10.0,3500.0
2022-10,Mc Cain Potato Wedges 2.5kg,Nos,2.0,860.0,6.0,2580.0,0.0,0.0,8.0,3440.0
2022-10,Large Pizza Box,Nos,73.0,1076.75,250.0,3687.5,91.0,1342.25,232.0,3422.0
2022-10,Gas-LPG-HPCL,Nos,0.0,0.0,2.0,3400.0,0.0,0.0,2.0,3400.0
2022-10,Veeba Gouda Flavoured Dressing,Nos,5.0,1050.0,24.0,5040.0,14.0,2940.0,15.0,3150.0
2022-10,Onion-Veg,Kg,0.0,0.0,109.0,3083.0,0.0,0.0,109.0,3083.0
2022-10,Petrol-Nayara,Ltr,0.0,0.0,27.21,2910.0,0.0,0.0,27.0,2910.0
2022-10,Brownie,Kg,1.6,609.28,8.0,3046.4,2.5,952.0,7.1,2703.6800000000003
2022-10,DVC MOJITO MINT 750ML,Nos,2.0,874.0,4.0,1748.0,0.0,0.0,6.0,2622.0
2022-10,Vanilla Ice-cream,Pkt,3.9,1704.3,2.0,874.0,0.0,0.0,5.9,2578.3
2022-10,Butter,Kg,2.0,720.0,7.0,2660.0,2.5,950.0,6.5,2430.0
2022-10,Petrol-HPCL,Ltr,0.0,0.0,21.91,2335.0,0.0,0.0,22.0,2335.0
2022-10,Butter Scotch Ice-cream,Pkt,3.5,2238.25,0.0,0.0,0.0,0.0,3.5,2238.25
2022-10,Pepsi 250ml Pet,Case,0.0,0.0,4.0,2100.0,0.0,0.0,4.0,2100.0
2022-10,Capcicum-Veg,Kg,0.0,0.0,30.0,2094.0,0.0,0.0,30.0,2094.0
2022-10,7UP 1250ml Pet,Case,0.0,0.0,3.0,2085.12,0.0,0.0,3.0,2085.12
2022-10,Pepsi 1250ml Pet,Case,0.0,0.0,3.0,2085.12,0.0,0.0,3.0,2085.12
2022-10,Milkymist Cheese BLock 1KG,Nos,0.0,0.0,4.0,2049.0,0.0,0.0,4.0,2049.0
2022-10,Paneer,Kg,1.5,540.0,8.0,2040.0,2.0,540.0,7.5,2040.0
2022-10,TAJIR JALAPENO SLICES 2.5 KG,Nos,3.0,855.0,6.0,1710.0,2.0,570.0,7.0,1995.0
2022-10,BBQ Wings,Pkt,4.3,1921.58,0.0,0.0,0.0,0.0,4.3,1921.58
2022-10,OREGANO SACHET 0.8GM,Pkt,6.0,1260.0,6.0,1260.0,3.0,630.0,9.0,1890.0
2022-10,Sarwar Black Olive SLices 3.1KG,Nos,2.0,1260.0,6.0,3780.0,5.0,3150.0,3.0,1890.0
2022-10,French Fries 6mm-Hungritos,Nos,0.0,0.0,5.0,1800.0,0.0,0.0,5.0,1800.0
2022-10,Palm Oil - Refined Oil,Pkt,0.0,0.0,20.0,1790.0,0.0,0.0,20.0,1790.0
2022-10,Veeba Ketchup Sachet,Nos,1818.0,1454.4,1200.0,960.0,800.0,640.0,2218.0,1774.4
2022-10,Milk-Elanad-500ml,Pkt,0.0,0.0,70.0,1754.0,0.0,0.0,70.0,1754.0
2022-10,7UP 750ml Pet,Case,0.0,0.0,2.0,1650.22,0.0,0.0,2.0,1650.22
2022-10,Pepsi 750ml Pet,Case,0.0,0.0,2.0,1650.22,0.0,0.0,2.0,1650.22
2022-10,Chocolate Ice-cream,Pkt,2.5,1598.75,0.0,0.0,0.0,0.0,2.5,1598.75
2022-10,Papper carry bag small,Nos,140.0,1120.0,100.0,800.0,43.0,344.0,197.0,1576.0
2022-10,7up 250ml Pet,Case,0.0,0.0,3.0,1575.0,0.0,0.0,3.0,1575.0
2022-10,Veeba Eggless Mayonise Chef 1KG,Nos,11.0,1540.0,12.0,1680.0,12.0,1680.0,11.0,1540.0
2022-10,Strawberry,Pkt,3.0,1506.0,0.0,0.0,0.0,0.0,3.0,1506.0
2022-10,French Fries 6mm-Amul,Nos,0.0,0.0,5.0,1475.0,0.0,0.0,5.0,1475.0
2022-10,French Fries 9mm-Amul,Pkt,0.0,0.0,5.0,1475.0,0.0,0.0,5.0,1475.0
2022-10,GO-Monterey Jack Cheese-2kg,Nos,0.0,0.0,1.0,1220.01,0.0,0.0,1.0,1220.01
2022-10,Dried Yeast,Kg,8.8,2921.6,0.0,0.0,5.2,1726.4,3.6000000000000005,1195.1999999999998
2022-10,Dew 750ml Pet,Nos,40.0,1375.2,0.0,0.0,6.0,206.28,34.0,1168.92
2022-10,Oregano Sprinkler 500g,Nos,0.0,0.0,4.0,1160.0,0.0,0.0,4.0,1160.0
2022-10,Mini Burger Box,Nos,222.0,510.6,500.0,1150.0,226.0,519.8,496.0,1140.8
2022-10,GO Orange Cheddar Cheese 2kg,Nos,0.0,0.0,1.0,1133.0,0.0,0.0,1.0,1133.0
2022-10,Chicken-Staff,Kg,0.0,0.0,8.79,1103.02,0.0,0.0,9.0,1103.02
2022-10,7UP 750ml Pet,Nos,48.0,1650.24,0.0,0.0,17.0,584.46,31.0,1065.78
2022-10,Dew 250ml Pet,Case,0.0,0.0,2.0,1050.0,0.0,0.0,2.0,1050.0
2022-10,Zippy  B.Fast Sausage ,Nos,0.0,0.0,3.0,1035.03,0.0,0.0,3.0,1035.03
2022-10,Pasta Container Black,Nos,48.0,441.6,100.0,920.0,38.0,349.6,110.0,1011.9999999999999
2022-10,Papper carry bag medium,Nos,53.0,477.0,100.0,900.0,46.0,414.0,107.0,963.0
2022-10,CHILLY FLAKES SACHET 0.8GM,Nos,2.7,567.0,6.0,1260.0,4.13,866.59,4.569999999999999,960.41
2022-10,Puramate Pasta-Penne Rigatte 500g,Nos,0.0,0.0,14.0,952.0,0.0,0.0,14.0,952.0
2022-10,Pepsi 750ml Pet,Nos,46.0,1581.48,0.0,0.0,19.0,653.22,27.0,928.26
2022-10,Noor Jahan Rice 25kg,Nos,0.0,0.0,1.0,910.0,0.0,0.0,1.0,910.0
2022-10,Atta Loose,Kg,1.0,36.0,25.0,969.99,3.0,114.99,23.0,891.0
2022-10,Neo Red Paprika 3Kg,Nos,4.0,1680.0,0.0,0.0,2.0,840.0,2.0,840.0
2022-10,Tandoori Masala,Kg,2.4,846.72,2.0,705.6,2.1,740.88,2.3000000000000003,811.4400000000002
2022-10,Egg,Nos,6.0,36.0,146.0,773.6,2.0,12.0,150.0,797.6
2022-10,Lehar Soda,Case,0.0,0.0,2.0,790.08,0.0,0.0,2.0,790.08
2022-10,Sumeru Nuggets Premium 1Kg,Kg,4.3,1195.4,2.0,556.0,3.5,973.0,2.8,778.4000000000001
2022-10,Dew 250ml Can,Case,0.0,0.0,1.0,720.0,0.0,0.0,1.0,720.0
2022-10,Pepsi 250ml Can,Case,0.0,0.0,1.0,720.0,0.0,0.0,1.0,720.0
2022-10,Zippy Chicken Salami,Nos,0.0,0.0,2.0,708.0,0.0,0.0,2.0,708.0
2022-10,Paper Glass,Pkt,0.0,0.0,10.0,700.0,0.0,0.0,10.0,700.0
2022-10,Petrol,Ltr,0.0,0.0,6.08,650.0,0.0,0.0,6.0,650.0
2022-10,Rain Coat,Nos,0.0,0.0,1.0,650.0,0.0,0.0,1.0,650.0
2022-10,BBQ Mix Masala,Kg,3.3,1422.96,2.0,862.4,3.8,1638.56,1.5,646.8000000000002
2022-10,Veeba Makhani Gravy 1KG,Kg,3.0,631.68,0.0,0.0,0.0,0.0,3.0,631.68
2022-10,Moktails Glass,Nos,100.0,897.0,100.0,897.0,132.0,1184.04,68.0,609.96
2022-10,JIVO Pomace Olive Oil ,Ltr,4.0,1340.04,0.0,0.0,2.2,737.02,1.7999999999999998,603.02
2022-10,Flexi Cream Gold,Nos,2.0,390.0,4.0,780.0,3.0,585.0,3.0,585.0
2022-10,Herb Mix Masla,Nos,1.4,579.6,0.0,0.0,0.0,0.0,1.4,579.6
2022-10,Pepsi 250ml Pet,Nos,47.0,822.5,0.0,0.0,14.0,245.0,33.0,577.5
2022-10,Brocoli,Kg,0.0,0.0,2.05,574.0,0.0,0.0,2.0,574.0
2022-10,Puramate Pasta-Gomiti Rigate 500g,Nos,0.0,0.0,8.0,544.0,0.0,0.0,8.0,544.0
2022-10,DVC CHocolate Sauce 2 LTR,Ltr,3.1,1188.85,0.0,0.0,1.7,651.95,1.4000000000000001,536.8999999999999
2022-10,Slice Mango 250ml pet,Case,0.0,0.0,1.0,530.1,0.0,0.0,1.0,530.1
2022-10,Mirinda 250ml pet,Case,0.0,0.0,1.0,525.0,0.0,0.0,1.0,525.0
2022-10,TAJIR HABIT Pinaple Slice 50g,Nos,5.0,525.0,0.0,0.0,0.0,0.0,5.0,525.0
2022-10,Frozen Sweet Corn,Nos,0.0,0.0,5.0,515.0,0.0,0.0,5.0,515.0
2022-10,Lemon-Veg,Kg,0.0,0.0,7.5,493.0,0.0,0.0,8.0,493.0
2022-10,Veeba T. Ketchup 1.2KG,Nos,5.0,490.0,4.0,392.0,4.0,392.0,5.0,490.0
2022-10,7up 250ml Can,Nos,24.0,576.0,0.0,0.0,4.0,96.0,20.0,480.0
2022-10,Potato-Veg,Kg,0.0,0.0,13.0,478.0,0.0,0.0,13.0,478.0
2022-10,Red Yellow Capcicum,Kg,0.0,0.0,2.65,477.0,0.0,0.0,3.0,477.0
