YEAR_MONTH,Date,Total_Sale,UPI,Card,Cash,Cash_balance
2025-08,2025-08-18,17334.0,11516.0,0.0,5818.0,28327.0
2025-08,2025-08-19,17482.0,11511.0,0.0,5971.0,26599.0
2025-08,2025-08-20,13699.0,8905.0,0.0,4794.0,28641.0
2025-08,2025-08-21,12962.0,10045.0,0.0,2917.0,27121.0
2025-08,2025-08-22,9112.0,2355.0,0.0,6757.0,27915.0
2025-08,2025-08-23,18471.0,11907.0,341.0,6223.0,29249.0
2025-08,2025-08-24,8622.0,6476.0,1126.0,1020.0,28006.0
2025-08,2025-08-25,11556.0,8521.0,345.0,2690.0,26084.0
2025-08,2025-08-26,15141.0,12959.0,0.0,2182.0,25446.0
2025-08,2025-08-27,12554.0,8673.0,702.0,3179.0,22715.0
2025-08,2025-08-28,13491.0,8647.0,0.0,4844.0,23791.0
2025-08,2025-08-29,20530.0,14780.0,0.0,5750.0,18930.0
2025-08,2025-08-30,14260.0,10434.0,0.0,3826.0,16314.0
2025-08,2025-08-31,23123.0,14846.0,0.0,8277.0,11196.0
2025-07,2025-07-01,11306.0,7328.0,1708.0,2270.0,6357.0
2025-07,2025-07-02,14506.0,8801.0,1389.0,4316.0,6201.0
2025-07,2025-07-03,13976.0,10953.0,0.0,3023.0,4976.0
2025-07,2025-07-04,13671.0,8049.0,819.0,4803.0,5668.0
2025-07,2025-07-05,23860.0,17199.0,1244.0,5417.0,7010.0
2025-07,2025-07-06,18172.0,13535.0,1572.0,3065.0,4759.0
2025-07,2025-07-07,10095.0,6695.0,0.0,3400.0,4482.0
2025-07,2025-07-08,20543.0,10692.0,1399.0,8452.0,9282.0
2025-07,2025-07-10,16300.0,9164.0,636.0,6500.0,11309.0
2025-07,2025-07-11,25899.0,17469.0,0.0,8430.0,14591.0
2025-07,2025-07-12,18071.0,5752.0,3259.0,9060.0,17579.0
2025-07,2025-07-13,10566.0,5837.0,0.0,4729.0,13581.0
2025-07,2025-07-14,11467.0,6706.0,373.0,4388.0,14671.0
2025-07,2025-07-15,13932.0,8351.0,0.0,5581.0,12370.0
2025-07,2025-07-16,16384.0,12172.0,0.0,4212.0,11821.0
2025-07,2025-07-17,11467.0,6323.0,0.0,5144.0,12998.0
2025-07,2025-07-18,15439.0,12554.0,0.0,2885.0,3912.0
2025-07,2025-07-19,19193.0,12376.0,2077.0,4740.0,5485.0
2025-07,2025-07-20,23911.0,14694.0,2105.0,7112.0,9802.0
2025-07,2025-07-21,12175.0,3363.0,0.0,8812.0,14421.0
2025-07,2025-07-22,10139.0,7141.0,0.0,2998.0,12380.0
2025-07,2025-07-23,11298.0,9000.0,662.0,1636.0,9111.0
2025-07,2025-07-24,14499.0,11309.0,0.0,3190.0,8156.0
2025-07,2025-07-25,9027.0,7317.0,0.0,1710.0,6336.0
2025-07,2025-07-26,15108.0,7987.0,1053.0,6068.0,8852.0
2025-07,2025-07-27,18321.0,13561.0,0.0,4760.0,10682.0
2025-07,2025-07-28,14423.0,8926.0,0.0,5497.0,9363.0
2025-07,2025-07-29,15645.0,8583.0,0.0,7062.0,9043.0
2025-07,2025-07-30,8627.0,4537.0,1369.0,2721.0,8931.0
2025-07,2025-07-31,9778.0,6707.0,0.0,3071.0,8787.0
2025-06,2025-06-01,14544.0,9011.0,0.0,5533.0,7788.0
2025-06,2025-06-02,7841.0,5769.0,0.0,2072.0,4775.0
2025-06,2025-06-03,12645.0,8247.0,1332.0,3066.0,1231.0
2025-06,2025-06-04,11958.0,6818.0,1887.0,3253.0,1105.0
2025-06,2025-06-05,8460.0,5559.0,0.0,2901.0,488.0
2025-06,2025-06-06,13298.0,8729.0,331.0,4238.0,996.0
2025-06,2025-06-07,27116.0,17303.0,3697.0,6116.0,2716.0
2025-06,2025-06-08,13238.0,9061.0,799.0,3378.0,3413.0
2025-06,2025-06-09,10186.0,5490.0,0.0,4696.0,1543.0
2025-06,2025-06-10,16829.0,12748.0,2216.0,1865.0,838.0
2025-06,2025-06-11,12359.0,10191.0,0.0,2168.0,352.0
2025-06,2025-06-12,12857.0,12130.0,0.0,727.0,429.0
2025-06,2025-06-13,10779.0,8139.0,334.0,2306.0,1368.0
2025-06,2025-06-14,12717.0,8937.0,595.0,3185.0,537.0
2025-06,2025-06-15,12569.0,8877.0,513.0,3179.0,1829.0
2025-06,2025-06-16,15942.0,9901.0,0.0,6041.0,5570.0
2025-06,2025-06-17,8844.0,5956.0,0.0,2888.0,5420.0
2025-06,2025-06-18,11773.0,6826.0,0.0,4947.0,3785.0
2025-06,2025-06-19,7045.0,1996.0,0.0,5049.0,6315.0
2025-06,2025-06-20,11311.0,7633.0,0.0,3678.0,6040.0
2025-06,2025-06-21,18479.0,12256.0,1388.0,4835.0,6649.0
2025-06,2025-06-22,13057.0,9112.0,497.0,3448.0,7168.0
2025-06,2025-06-23,6255.0,3645.0,0.0,2610.0,3746.0
2025-06,2025-06-24,13051.0,8907.0,0.0,4144.0,5573.0
2025-06,2025-06-25,7945.0,5879.0,540.0,1526.0,3622.0
2025-06,2025-06-26,14023.0,8136.0,354.0,5533.0,6787.0
2025-06,2025-06-27,7477.0,4717.0,0.0,2760.0,6356.0
2025-06,2025-06-28,18021.0,12205.0,0.0,5816.0,7850.0
2025-06,2025-06-29,19399.0,11322.0,630.0,7447.0,12203.0
2025-06,2025-06-30,8302.0,5300.0,0.0,3002.0,9228.0
2025-05,2025-05-01,16960.0,10052.0,0.0,6908.0,26464.0
2025-05,2025-05-02,14623.0,11943.0,0.0,2680.0,17131.0
2025-05,2025-05-03,29878.0,19485.0,2415.0,7978.0,19320.0
2025-05,2025-05-04,21160.0,9461.0,3535.0,8164.0,23753.0
2025-05,2025-05-05,22269.0,14829.0,2590.0,4850.0,21310.0
2025-05,2025-05-06,16254.0,8917.0,1113.0,6224.0,20242.0
2025-05,2025-05-07,16677.0,10494.0,1422.0,4761.0,19762.0
2025-05,2025-05-08,11790.0,8407.0,0.0,3383.0,20171.0
2025-05,2025-05-09,14501.0,9694.0,277.0,4530.0,20363.0
2025-05,2025-05-10,21548.0,14490.0,1237.0,5821.0,15646.0
2025-05,2025-05-11,13500.0,9197.0,1204.0,3099.0,13937.0
2025-05,2025-05-12,12625.0,10146.0,0.0,2479.0,12293.0
2025-05,2025-05-13,17159.0,11280.0,0.0,5879.0,4985.0
2025-05,2025-05-14,20148.0,12390.0,0.0,7758.0,322.0
2025-05,2025-05-15,17599.0,9116.0,2413.0,6070.0,1634.0
2025-05,2025-05-16,9142.0,5606.0,334.0,3202.0,322.0
2025-05,2025-05-17,12410.0,7811.0,855.0,3744.0,956.0
2025-05,2025-05-18,12366.0,9101.0,1090.0,2175.0,396.0
2025-05,2025-05-19,12770.0,5148.0,681.0,6941.0,2778.0
2025-05,2025-05-20,11889.0,3658.0,3758.0,4473.0,4152.0
2025-05,2025-05-21,18530.0,11797.0,786.0,5947.0,6772.0
2025-05,2025-05-22,18215.0,11300.0,0.0,6915.0,7182.0
2025-05,2025-05-23,9112.0,3394.0,0.0,5718.0,6670.0
2025-05,2025-05-24,11717.0,8968.0,0.0,2749.0,6361.0
2025-05,2025-05-25,13149.0,6985.0,198.0,5966.0,10374.0
2025-05,2025-05-26,9872.0,5255.0,0.0,4617.0,12801.0
2025-05,2025-05-27,11456.0,5749.0,110.0,5597.0,13250.0
2025-05,2025-05-28,11466.0,9486.0,0.0,1980.0,7950.0
2025-05,2025-05-29,18353.0,13633.0,948.0,3772.0,7138.0
2025-05,2025-05-30,16214.0,10546.0,1613.0,4055.0,8512.0
2025-05,2025-05-31,19259.0,11736.0,499.0,7024.0,11021.0
2025-04,2025-04-01,21922.0,14580.0,392.0,6950.0,3883.0
2025-04,2025-04-02,24771.0,13501.0,2179.0,9091.0,8475.0
2025-04,2025-04-03,16175.0,9058.0,734.0,6383.0,7485.0
2025-04,2025-04-04,12670.0,8045.0,0.0,4625.0,7950.0
2025-04,2025-04-05,17191.0,10256.0,0.0,6935.0,10390.0
2025-04,2025-04-06,20580.0,7319.0,151.0,13110.0,13220.0
2025-04,2025-04-07,13245.0,8041.0,928.0,4276.0,15331.0
2025-04,2025-04-08,13816.0,7360.0,973.0,5483.0,12634.0
2025-04,2025-04-09,9500.0,5388.0,0.0,4112.0,14824.0
2025-04,2025-04-10,12079.0,6786.0,0.0,5293.0,12361.0
2025-04,2025-04-11,20309.0,12825.0,0.0,7484.0,15302.0
2025-04,2025-04-12,20057.0,13381.0,1239.0,5437.0,13824.0
2025-04,2025-04-13,20587.0,14309.0,1028.0,5250.0,8926.0
2025-04,2025-04-14,20538.0,12524.0,3076.0,4938.0,10514.0
2025-04,2025-04-15,19219.0,13611.0,0.0,5608.0,12271.0
2025-04,2025-04-16,15917.0,9690.0,1148.0,5079.0,13177.0
2025-04,2025-04-17,19398.0,13451.0,0.0,5947.0,12947.0
2025-04,2025-04-18,17127.0,12736.0,0.0,4391.0,11774.0
2025-04,2025-04-19,11908.0,8511.0,0.0,3397.0,9271.0
2025-04,2025-04-20,16789.0,14728.0,0.0,2061.0,9304.0
2025-04,2025-04-21,13448.0,5741.0,0.0,7707.0,13184.0
2025-04,2025-04-22,14141.0,4916.0,0.0,9225.0,18359.0
2025-04,2025-04-23,9371.0,5765.0,500.0,3106.0,17870.0
2025-04,2025-04-24,14788.0,6757.0,725.0,7306.0,20588.0
2025-04,2025-04-25,10526.0,7332.0,0.0,3194.0,15623.0
2025-04,2025-04-26,19892.0,9636.0,3071.0,7185.0,19315.0
2025-04,2025-04-27,19697.0,15214.0,0.0,4483.0,20990.0
2025-04,2025-04-28,15016.0,10458.0,0.0,4558.0,22032.0
2025-04,2025-04-29,14485.0,9885.0,0.0,4600.0,23951.0
2025-04,2025-04-30,18842.0,10197.0,0.0,8645.0,26556.0
2025-03,2025-03-01,18255.0,13746.0,446.0,4063.0,8906.0
2025-03,2025-03-02,12173.0,8594.0,0.0,3579.0,9612.0
2025-03,2025-03-03,8931.0,8075.0,1200.0,-344.0,7795.0
2025-03,2025-03-04,6334.0,4234.0,0.0,2100.0,5394.0
2025-03,2025-03-05,5736.0,4012.0,0.0,1724.0,2376.0
2025-03,2025-03-06,4554.0,3237.0,0.0,1317.0,1245.0
2025-03,2025-03-07,6603.0,4587.0,355.0,1661.0,1826.0
2025-03,2025-03-08,12372.0,7614.0,1025.0,3733.0,2192.0
2025-03,2025-03-09,12623.0,8156.0,1327.0,3140.0,4116.0
2025-03,2025-03-10,11595.0,6452.0,1452.0,3691.0,1403.0
2025-03,2025-03-11,6591.0,4406.0,0.0,2185.0,2234.0
2025-03,2025-03-12,3236.0,1797.0,0.0,1439.0,3223.0
2025-03,2025-03-13,9782.0,7049.0,498.0,2235.0,1498.0
2025-03,2025-03-14,9238.0,5189.0,1268.0,2781.0,1226.0
2025-03,2025-03-15,10491.0,7596.0,0.0,2895.0,1843.0
2025-03,2025-03-16,11137.0,7860.0,1241.0,2036.0,2279.0
2025-03,2025-03-17,4398.0,1263.0,0.0,3135.0,910.0
2025-03,2025-03-18,10345.0,5065.0,0.0,5280.0,1796.0
2025-03,2025-03-19,11426.0,6820.0,0.0,4606.0,2383.0
2025-03,2025-03-20,14221.0,10023.0,0.0,4198.0,2264.0
2025-03,2025-03-21,10078.0,6221.0,0.0,3857.0,1394.0
2025-03,2025-03-22,14293.0,7529.0,1638.0,5126.0,1477.0
2025-03,2025-03-23,9408.0,5587.0,0.0,3821.0,2733.0
2025-03,2025-03-24,10167.0,7060.0,0.0,3107.0,5167.0
2025-03,2025-03-25,10361.0,5539.0,1988.0,2834.0,5229.0
2025-03,2025-03-26,7336.0,3482.0,0.0,3854.0,6128.0
2025-03,2025-03-27,10518.0,5014.0,0.0,5504.0,7502.0
2025-03,2025-03-28,11177.0,6256.0,0.0,4921.0,10239.0
2025-03,2025-03-29,11580.0,9532.0,0.0,2048.0,3998.0
2025-03,2025-03-30,20922.0,16237.0,587.0,4098.0,3436.0
2025-03,2025-03-31,25647.0,15838.0,324.0,9485.0,3793.0
2025-02,2025-02-01,18693.0,10446.0,1031.0,7216.0,6419.0
2025-02,2025-02-02,14834.0,6600.0,0.0,8234.0,10434.0
2025-02,2025-02-03,17017.0,9959.0,865.0,6193.0,13043.0
2025-02,2025-02-04,11894.0,7210.0,0.0,4684.0,9755.0
2025-02,2025-02-05,16847.0,9270.0,587.0,6990.0,13672.0
2025-02,2025-02-06,13111.0,10818.0,0.0,2293.0,6708.0
2025-02,2025-02-07,10267.0,7609.0,0.0,2658.0,466.0
2025-02,2025-02-08,20450.0,12053.0,713.0,7684.0,2965.0
2025-02,2025-02-09,13483.0,6377.0,1202.0,5904.0,6640.0
2025-02,2025-02-10,9370.0,4870.0,0.0,4500.0,7852.0
2025-02,2025-02-11,8642.0,5877.0,634.0,2131.0,5183.0
2025-02,2025-02-12,7922.0,4900.0,293.0,2729.0,4056.0
2025-02,2025-02-13,10229.0,6110.0,345.0,3774.0,3317.0
2025-02,2025-02-14,12702.0,3213.0,2372.0,7117.0,1543.0
2025-02,2025-02-15,11027.0,8763.0,95.0,2169.0,2766.0
