item_name,category,subcategory,matched_term,match_score
BREAD PREMIX,BAKERY & PREMIX,bread premix,bread premix,1.0
Bread Premix,BAKERY & PREMIX,bread premix,bread premix,1.0
Bread Primix,BAKERY & PREMIX,bread primix,bread primix,1.0
Bread Primix-1kg,BAKERY & PREMIX,bread primix,bread primix,0.92
Brownie,BAKERY & PREMIX,brownie,brownie,1.0
Browny,BAKERY & PREMIX,browny,browny,1.0
Browny-1kg,BAKERY & PREMIX,browny,browny,0.92
Looco'S-Browny-1Kg,BAKERY & PREMIX,browny,browny,0.92
Looco'S-Pizza Primix-1Kg,BAKERY & PREMIX,pizza premix,pizza premix,0.6111
PIZZA PREMIX,BAKERY & PREMIX,pizza premix,pizza premix,1.0
Pizza Premix,BAKERY & PREMIX,pizza premix,pizza premix,1.0
Pizza Primix,BAKERY & PREMIX,pizza premix,pizza premix,0.9167
Pizza Primix-1kg,BAKERY & PREMIX,pizza premix,pizza premix,0.7857
Royal HyperMarket-Hersheys Cocoa powder,BAKERY & PREMIX,cocoa powder,cocoa powder,0.92
bred premix,BAKERY & PREMIX,bread premix,bread premix,0.9565
burger bun 4,BAKERY & PREMIX,burger bun,burger bun,0.92
burger buns,BAKERY & PREMIX,burger bun,burger bun,0.9524
chocolate chips,BAKERY & PREMIX,chocolate chips,chocolate chips,1.0
7UP 1250ml Pet,BEVERAGES,7up,7up,0.92
7UP 250 PET,BEVERAGES,7up,7up,0.92
7UP 750 PET,BEVERAGES,7up,7up,0.92
7UP 750ml Pet,BEVERAGES,7up,7up,0.92
7up 1 ltr,BEVERAGES,7up,7up,0.92
7up 250ml Can,BEVERAGES,7up,7up,0.92
7up 250ml Pet,BEVERAGES,7up,7up,0.92
7up 250ml can,BEVERAGES,7up,7up,0.92
7up 600ml,BEVERAGES,7up,7up,0.92
7up can,BEVERAGES,7up,7up,0.95
7up can 300ml,BEVERAGES,7up,7up,0.92
7up can-250ml,BEVERAGES,7up,7up,0.92
7up pet,BEVERAGES,7up,7up,0.95
7up pet 750ml,BEVERAGES,7up,7up,0.92
7up pet-1250ml,BEVERAGES,7up,7up,0.92
7up pet-250ml,BEVERAGES,7up,7up,0.92
7up pet-750ml,BEVERAGES,7up,7up,0.92
7up zero sugar 400ml,BEVERAGES,7up,7up,0.92
7up750mlpet,BEVERAGES,7up,7up,0.92
Aqua Fina,BEVERAGES,aqua fina,aqua fina,1.0
Aqua Fina 1.0 L,BEVERAGES,aqua fina,aqua fina,0.92
Aqua Fina Mineral Water 1Ltr,BEVERAGES,aqua fina,aqua fina,0.92
Aqua Fina-1ltr,BEVERAGES,aqua fina,aqua fina,0.92
Blue Occean Flv Syrup,BEVERAGES,blue occean syrup,blue occean syrup,0.9
Blue Occean Flv Syrup-750ml,BEVERAGES,blue occean syrup,blue occean syrup,0.9
DVC BLUE OCCEAN FLV SYRUP 750ML,BEVERAGES,blue occean syrup,blue occean syrup,0.9
DVC Bubblegum Syrup Syrup 750 ml,BEVERAGES,bubblegum syrup,bubblegum syrup,0.92
DVC Cucumber Syrup 750 ml,BEVERAGES,cucumber syrup,cucumber syrup,0.92
DVC MOJITO MINT 750ML,BEVERAGES,mojito mint,mojito mint,0.92
DVC Mango Beverage Blend Syrup 750 ml,BEVERAGES,mango syrup,mango syrup,0.9
DVC Mixed Berry Beverage Blend Syrup 750 ml,BEVERAGES,mixed berry syrup,mixed berry syrup,0.9
DVC PASSION FRUIT FLV SYRUP 750ML,BEVERAGES,passion fruit syrup,passion fruit syrup,0.9
DVC Passion Fruit 750ML,BEVERAGES,passion fruit syrup,passion fruit syrup,0.6667
DVC Peach Garden Syrup Syrup 750 ml,BEVERAGES,peach syrup,peach syrup,0.9
DVC Peach GardenSyrup 750 ml,BEVERAGES,peach syrup,peach syrup,0.5641
DVC Strawberry Syrup 750 ml,BEVERAGES,strawberry syrup,strawberry syrup,0.92
DVC Strawberry Syrup Syrup 750 ml,BEVERAGES,strawberry syrup,strawberry syrup,0.92
Dew,BEVERAGES,dew,dew,1.0
Dew 250 PET,BEVERAGES,dew,dew,0.92
Dew 250ml Can,BEVERAGES,dew,dew,0.92
Dew 250ml Pet,BEVERAGES,dew,dew,0.92
Dew 330 ml can,BEVERAGES,dew,dew,0.92
Dew 500ml Pet,BEVERAGES,dew,dew,0.92
Dew 600 ml,BEVERAGES,dew,dew,0.92
Dew 750 PET,BEVERAGES,dew,dew,0.92
Dew 750ml Pet,BEVERAGES,dew,dew,0.92
Dew Can,BEVERAGES,dew,dew,0.95
Dew Can-250ml,BEVERAGES,dew,dew,0.92
Dew can 300ml,BEVERAGES,dew,dew,0.92
Dew-250ml,BEVERAGES,dew,dew,0.92
Dew-500ml,BEVERAGES,dew,dew,0.92
Dew-750ml,BEVERAGES,dew,dew,0.92
Dusting-cloth,BEVERAGES,sting,sting,0.92
Dvc-Blue Occean Flv Syrup-750Ml,BEVERAGES,blue occean syrup,blue occean syrup,0.9
Dvc-Bubblegum-750Ml,BEVERAGES,bubblegum syrup,bubblegum syrup,0.5882
Dvc-Mixed Berry Beverage Blend-750Ml,BEVERAGES,mixed berry syrup,mixed berry syrup,0.6
Dvc-Passion Fruit-750Ml,BEVERAGES,passion fruit syrup,passion fruit syrup,0.6667
Dvc-Peach Garden Syrup-750Ml,BEVERAGES,peach syrup,peach syrup,0.9
Dvc-Strawberry-750Ml,BEVERAGES,strawberry syrup,strawberry syrup,0.6111
Lehar Soda,BEVERAGES,lehar soda,lehar soda,1.0
Lehar Soda-750ml,BEVERAGES,lehar soda,lehar soda,0.92
MBS Traders-Hersheys Chocolate syrup,BEVERAGES,strawberry syrup,strawberry syrup,0.5385
Mirinda,BEVERAGES,mirinda,mirinda,1.0
Mirinda 250ml pet,BEVERAGES,mirinda,mirinda,0.92
Mirinda 750 PET,BEVERAGES,mirinda,mirinda,0.92
Mirinda 750ml pet,BEVERAGES,mirinda,mirinda,0.92
Mirinda-250ml,BEVERAGES,mirinda,mirinda,0.92
Mirinda-750ml,BEVERAGES,mirinda,mirinda,0.92
Mojito Menta Cubano,BEVERAGES,mojito mint,mojito mint,0.6667
Passion Fruit,BEVERAGES,passion fruit syrup,passion fruit syrup,0.92
Passion Fruit-750ml,BEVERAGES,passion fruit syrup,passion fruit syrup,0.7368
Pepsi 1250ml Pet,BEVERAGES,pepsi,pepsi,0.92
Pepsi 250 PET,BEVERAGES,pepsi,pepsi,0.92
Pepsi 250ml Can,BEVERAGES,pepsi,pepsi,0.92
Pepsi 250ml Pet,BEVERAGES,pepsi,pepsi,0.92
Pepsi 750 PET,BEVERAGES,pepsi,pepsi,0.92
Pepsi 750ml Pet,BEVERAGES,pepsi,pepsi,0.92
Pepsi Can,BEVERAGES,pepsi,pepsi,0.95
Pepsi Can-250ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi pet,BEVERAGES,pepsi,pepsi,0.95
Pepsi pet-1250ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi pet-250ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi pet-750ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-7Up Pet-1250Ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-7Up Pet-250Ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-7Up Pet-750Ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-Aqua Fina-1Ltr,BEVERAGES,pepsi,pepsi,0.92
Pepsi-Dew-500Ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-Dew-750Ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-Lehar Soda-750Ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-Mirinda-250Ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-Mirinda-750Ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-Pepsi Pet-1250Ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-Pepsi Pet-250Ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-Pepsi Pet-750Ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-Slice Mango-250Ml,BEVERAGES,pepsi,pepsi,0.92
Pepsi-Slice Mango-600Ml,BEVERAGES,pepsi,pepsi,0.92
Slice Mango,BEVERAGES,slice mango,slice mango,1.0
Slice Mango 200ml pet,BEVERAGES,slice mango,slice mango,0.92
Slice Mango 250ml pet,BEVERAGES,slice mango,slice mango,0.92
Slice Mango 600 PET,BEVERAGES,slice mango,slice mango,0.92
Slice Mango 600ml pet,BEVERAGES,slice mango,slice mango,0.92
Slice Mango-200ml,BEVERAGES,slice mango,slice mango,0.92
Slice Mango-250ml,BEVERAGES,slice mango,slice mango,0.92
Slice Mango-600ml,BEVERAGES,slice mango,slice mango,0.92
Sting 250ml pet,BEVERAGES,sting,sting,0.92
Straw,BEVERAGES,strawberry syrup,strawberry syrup,0.92
Strawberry,BEVERAGES,strawberry syrup,strawberry syrup,0.92
Strawberry sause 750,BEVERAGES,strawberry syrup,strawberry syrup,0.7222
Tropicana Guava Delight,BEVERAGES,tropicana guava,tropicana guava,0.92
Tropicana Guava Delight 500ml,BEVERAGES,tropicana guava,tropicana guava,0.92
Tropicana Mixed Fruit Delight,BEVERAGES,tropicana mixed fruit,tropicana mixed fruit,0.92
dew 750 ml,BEVERAGES,dew,dew,0.92
dew can300ml,BEVERAGES,dew,dew,0.92
drinking water-20ltr,BEVERAGES,drinking water,drinking water,0.92
mojito,BEVERAGES,mojito mint,mojito mint,0.92
pepsi 1 ltr,BEVERAGES,pepsi,pepsi,0.92
pepsi 600 ml,BEVERAGES,pepsi,pepsi,0.92
pepsi can 330ml,BEVERAGES,pepsi,pepsi,0.92
pepsi can300ml,BEVERAGES,pepsi,pepsi,0.92
pepsi diet 400ml,BEVERAGES,pepsi,pepsi,0.92
slice 250ml,BEVERAGES,slice mango,slice mango,0.6364
slice 350 ml,BEVERAGES,slice mango,slice mango,0.6087
slice 350ml,BEVERAGES,slice mango,slice mango,0.6364
slice 600ml pet,BEVERAGES,slice mango,slice mango,0.5385
slice mango 250ml pet,BEVERAGES,slice mango,slice mango,0.92
slice mango 600ml,BEVERAGES,slice mango,slice mango,0.92
straw,BEVERAGES,strawberry syrup,strawberry syrup,0.92
tropicana guava 180ml,BEVERAGES,tropicana guava,tropicana guava,0.92
tropicana juice,BEVERAGES,tropicana guava,tropicana guava,0.7333
water 20ltr with botl,BEVERAGES,water 20l,water 20l,0.92
water melon,BEVERAGES,water 20l,water 20l,0.7
AMUL Mozzarella Cheese Block 1Kg,CHEESE & DAIRY,mozzarella,mozzarella,0.92
AMUL Mozzarella Diced 1Kg,CHEESE & DAIRY,mozzarella,mozzarella,0.92
Amul Diced Mozzerella Cheese,CHEESE & DAIRY,mozzerella,mozzerella,0.92
Amul-Mozzarella Diced Cheese-1Kg,CHEESE & DAIRY,mozzarella,mozzarella,0.92
Butter,CHEESE & DAIRY,butter,butter,1.0
Butter Scotch Ice-cream,CHEESE & DAIRY,butter,butter,0.92
Butter Scotch Sauce 750ml,CHEESE & DAIRY,butter,butter,0.92
Butter Scotch Sauce-750ml,CHEESE & DAIRY,butter,butter,0.92
Chocolate Ice-cream,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Chocolate Ice-cream 4ltr,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Citymart Supermarket-Milk 450ml-,CHEESE & DAIRY,milk,milk,0.92
Curd-Elanad-500ml,CHEESE & DAIRY,curd,curd,0.92
Curd-Sheethal-400g,CHEESE & DAIRY,curd,curd,0.92
Double Cream-Rich-1kg,CHEESE & DAIRY,double cream,double cream,0.92
Fathima Super Market-Curd Milma,CHEESE & DAIRY,curd,curd,0.92
Fathima Super Market-MILK MIlma-,CHEESE & DAIRY,milk,milk,0.92
Fathima Super Market-Milk Milma,CHEESE & DAIRY,milk,milk,0.92
Fathima Super Market-Milk Milma-,CHEESE & DAIRY,milk,milk,0.92
Fathima Super Market-Milk milma-,CHEESE & DAIRY,milk,milk,0.92
Fathima Super Market-butter paper-,CHEESE & DAIRY,butter,butter,0.92
Fathima Super Market-milk milma-,CHEESE & DAIRY,milk,milk,0.92
Flexi Cream Gold,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Flexi Cream Gold-1kg,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Flexi-Flexi Cream Gold-1Kg,CHEESE & DAIRY,fresh cream,fresh cream,0.9
GO Colby Cheese Block 2kg,CHEESE & DAIRY,colby cheese,colby cheese,0.92
GO Orange Cheddar Cheese 2kg,CHEESE & DAIRY,cheddar cheese,cheddar cheese,0.92
GO-Monterey Jack Cheese-2kg,CHEESE & DAIRY,monterey jack,monterey jack,0.92
Go Mozzerella Cheese,CHEESE & DAIRY,mozzerella,mozzerella,0.92
Gouda Cheese,CHEESE & DAIRY,gouda cheese,gouda cheese,1.0
Gouda Cheese-1kg,CHEESE & DAIRY,gouda cheese,gouda cheese,0.92
Local Purchase-Curd Milma,CHEESE & DAIRY,curd,curd,0.92
Local Purchase-Curd Milma-,CHEESE & DAIRY,curd,curd,0.92
Local Purchase-MILK,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-Milk 450ml,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-Milk Milma,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-Milk Milma-,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-Milk milma,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-Milk milma-,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-Paneer,CHEESE & DAIRY,paneer,paneer,0.92
Local Purchase-Paneer And Butter,CHEESE & DAIRY,butter,butter,0.92
Local Purchase-butter paper,CHEESE & DAIRY,butter,butter,0.92
Local Purchase-milk,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-milk 500 ml-,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-milk 525 ml-,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-milk Milma,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-milk Milma Toned,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-milk milma,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-milk milma-,CHEESE & DAIRY,milk,milk,0.92
Local Purchase-milk-,CHEESE & DAIRY,milk,milk,0.92
Looco'S-Paneer Tikka Butter Masala -1Kg,CHEESE & DAIRY,butter,butter,0.92
MBS Traders-Butter Sheets,CHEESE & DAIRY,butter,butter,0.92
MBS Traders-butter paper,CHEESE & DAIRY,butter,butter,0.92
MBS Traders-butter paper-,CHEESE & DAIRY,butter,butter,0.92
Milk,CHEESE & DAIRY,milk,milk,1.0
Milk Maid 400ml,CHEESE & DAIRY,milk,milk,0.92
Milk-Elanad-500ml,CHEESE & DAIRY,milk,milk,0.92
Milk-Milma,CHEESE & DAIRY,milk,milk,0.92
Milk-Sheethal-450ml,CHEESE & DAIRY,milk,milk,0.92
Milky Mist-Mozzarella Diced Cheese-2Kg,CHEESE & DAIRY,mozzarella,mozzarella,0.92
Milky Mist-Processed Cheese Block-1Kg,CHEESE & DAIRY,processed cheese,processed cheese,0.92
MilkyMist-Mozzarella Cheese-shredded-2kg,CHEESE & DAIRY,mozzarella,mozzarella,0.92
Milkymist Cheese BLock 1KG,CHEESE & DAIRY,milk,milk,0.92
Mittai-Milk-Amul,CHEESE & DAIRY,milk,milk,0.92
Mozzarella Diced Cheese,CHEESE & DAIRY,mozzarella,mozzarella,0.92
Mozzarella Diced Cheese-1kg,CHEESE & DAIRY,mozzarella,mozzarella,0.92
Orange Cheddar cheese-2kg,CHEESE & DAIRY,cheddar cheese,cheddar cheese,0.92
Paneer,CHEESE & DAIRY,paneer,paneer,1.0
Paneer Tikka Butter Masala,CHEESE & DAIRY,butter,butter,0.92
Paneer Tikka Butter Masala -1kg,CHEESE & DAIRY,butter,butter,0.92
Paneer tikka masala,CHEESE & DAIRY,paneer,paneer,0.92
Processed cheese block,CHEESE & DAIRY,processed cheese,processed cheese,0.92
Processed cheese block-1kg,CHEESE & DAIRY,processed cheese,processed cheese,0.92
Richs versatie cream,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Srinivasan-Butter Scotch Ice Cream,CHEESE & DAIRY,butter,butter,0.92
Srinivasan-Chocolate Ice Cream,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Srinivasan-Chocolate Ice Cream -,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Srinivasan-Strawberry Ice cream,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Srinivasan-Vanilla Ice Cream,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Srinivasan-Vanilla Ice Cream-,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Strawberry-Ice cream,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Transportation-gouda cheese-,CHEESE & DAIRY,gouda cheese,gouda cheese,0.92
Vanilla Ice-cream,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Vanilla Ice-cream 4ltr,CHEESE & DAIRY,fresh cream,fresh cream,0.9
Veeba-Gouda Cheese-1Kg,CHEESE & DAIRY,gouda cheese,gouda cheese,0.92
amul diced mozzrella,CHEESE & DAIRY,diced mozzarella,diced mozzarella,0.8333
babu palakkad-BUTTER,CHEESE & DAIRY,butter,butter,0.92
babu palakkad-Butter,CHEESE & DAIRY,butter,butter,0.92
babu palakkad-Butter-,CHEESE & DAIRY,butter,butter,0.92
babu palakkad-butter,CHEESE & DAIRY,butter,butter,0.92
babu palakkad-butter-,CHEESE & DAIRY,butter,butter,0.92
babu palakkad-paneer,CHEESE & DAIRY,paneer,paneer,0.92
babu palakkad-paneer-,CHEESE & DAIRY,paneer,paneer,0.92
butter,CHEESE & DAIRY,butter,butter,1.0
cheese jalapeno dip,CHEESE & DAIRY,cheese jalapeno dip,cheese jalapeno dip,1.0
colby cheese 1 kg,CHEESE & DAIRY,colby cheese,colby cheese,0.92
curd,CHEESE & DAIRY,curd,curd,1.0
curd local,CHEESE & DAIRY,curd,curd,0.92
curd milma,CHEESE & DAIRY,curd,curd,0.92
dynamic cheddar block,CHEESE & DAIRY,orange cheddar,orange cheddar,0.9
dynamic diced mozerella,CHEESE & DAIRY,diced mozzarella,diced mozzarella,0.7179
dynamix butter,CHEESE & DAIRY,butter,butter,0.92
dynamix shredded cheese,CHEESE & DAIRY,cheddar cheese,cheddar cheese,0.5946
dynamix slice cheese,CHEESE & DAIRY,slice cheese,slice cheese,0.92
five Star Traders-milk maid,CHEESE & DAIRY,milk,milk,0.92
five Star Traders-milk maid-,CHEESE & DAIRY,milk,milk,0.92
fruits and milk,CHEESE & DAIRY,milk,milk,0.92
ice cream vanilla,CHEESE & DAIRY,fresh cream,fresh cream,0.9
malas butterscotch crush,CHEESE & DAIRY,butter,butter,0.92
mbS Traders-butter paper,CHEESE & DAIRY,butter,butter,0.92
milk,CHEESE & DAIRY,milk,milk,1.0
milk 26,CHEESE & DAIRY,milk,milk,0.92
milk 28 milma,CHEESE & DAIRY,milk,milk,0.92
milk 30,CHEESE & DAIRY,milk,milk,0.92
milk choco,CHEESE & DAIRY,milk,milk,0.92
milk choco 180 ml,CHEESE & DAIRY,milk,milk,0.92
milk coffee 180ml,CHEESE & DAIRY,milk,milk,0.92
milk fruits sugar balls,CHEESE & DAIRY,milk,milk,0.92
milk kesar badam 180ml,CHEESE & DAIRY,milk,milk,0.92
milk maid,CHEESE & DAIRY,milk maid,milk maid,1.0
milk rose,CHEESE & DAIRY,milk,milk,0.92
milk shake assorted,CHEESE & DAIRY,milk,milk,0.92
milk shake coffee,CHEESE & DAIRY,milk,milk,0.92
milk vanilla 180ml,CHEESE & DAIRY,milk,milk,0.92
milk-Milma-525ml,CHEESE & DAIRY,milk,milk,0.92
milky mist butter 500gm,CHEESE & DAIRY,butter,butter,0.92
milky mist cheese block 500gm,CHEESE & DAIRY,milk,milk,0.92
milky mist diced mozerella,CHEESE & DAIRY,milk,milk,0.92
paneer,CHEESE & DAIRY,paneer,paneer,1.0
paneer tikka powder,CHEESE & DAIRY,paneer,paneer,0.92
pristene cookig cream,CHEESE & DAIRY,fresh cream,fresh cream,0.9
slice cheese,CHEESE & DAIRY,slice cheese,slice cheese,1.0
Ant repellent powder,CLEANING SUPPLIES,ant powder,ant powder,0.9
Brush,CLEANING SUPPLIES,brush,brush,1.0
Brush-Small,CLEANING SUPPLIES,brush,brush,0.95
Brush-Wash-Basin,CLEANING SUPPLIES,brush,brush,0.92
Dishwash-Liquid,CLEANING SUPPLIES,dishwash liquid,dishwash liquid,1.0
Duster,CLEANING SUPPLIES,duster,duster,1.0
Exo Dishwash cake,CLEANING SUPPLIES,dishwash cake,dishwash cake,0.92
Exo Dishwash cake big,CLEANING SUPPLIES,dishwash cake,dishwash cake,0.92
Exo Steel Wool,CLEANING SUPPLIES,steel wool,steel wool,0.92
Exo sponge,CLEANING SUPPLIES,sponge,sponge,0.92
Fathima Super Market-soap powder,CLEANING SUPPLIES,soap powder,soap powder,0.92
Floor Cleaning Liquid Soad,CLEANING SUPPLIES,floor cleaning liquid,floor cleaning liquid,0.92
Local Purchase-Duster-,CLEANING SUPPLIES,duster,duster,0.92
Local Purchase-Scrubber,CLEANING SUPPLIES,scrubber,scrubber,0.92
Local Purchase-cockroach chalk,CLEANING SUPPLIES,cockroach chalk,cockroach chalk,0.92
Local Purchase-plactic scrubber,CLEANING SUPPLIES,scrubber,scrubber,0.92
Local Purchase-plastic scrubber,CLEANING SUPPLIES,scrubber,scrubber,0.92
Local Purchase-plastic scrubber-,CLEANING SUPPLIES,scrubber,scrubber,0.92
Local Purchase-soap powder,CLEANING SUPPLIES,soap powder,soap powder,0.92
Local Purchase-soap powder-,CLEANING SUPPLIES,soap powder,soap powder,0.92
MBS Traders-exo dishwash cake,CLEANING SUPPLIES,dishwash cake,dishwash cake,0.92
Mop Cotton,CLEANING SUPPLIES,mop,mop,0.92
Mop stick,CLEANING SUPPLIES,mop,mop,0.92
Mop with Stick,CLEANING SUPPLIES,mop,mop,0.92
Soap Powder Small Pkt,CLEANING SUPPLIES,soap powder,soap powder,0.95
Soap Powder-500g,CLEANING SUPPLIES,soap powder,soap powder,0.92
Toilet cleaner-Acid,CLEANING SUPPLIES,toilet cleaner,toilet cleaner,0.92
Washing Powder 500G,CLEANING SUPPLIES,washing powder,washing powder,0.92
Wiper-Arafa,CLEANING SUPPLIES,wiper,wiper,0.92
ant powder,CLEANING SUPPLIES,ant powder,ant powder,1.0
cockroach killer chalk,CLEANING SUPPLIES,cockroach chalk,cockroach chalk,0.9
five Star Traders-exo dishwash cake,CLEANING SUPPLIES,dishwash cake,dishwash cake,0.92
five Star Traders-plastic scrubber-,CLEANING SUPPLIES,scrubber,scrubber,0.92
five Star Traders-soap powder,CLEANING SUPPLIES,soap powder,soap powder,0.92
five Star Traders-soap powder-,CLEANING SUPPLIES,soap powder,soap powder,0.92
hit spray,CLEANING SUPPLIES,hit spray,hit spray,1.0
hit spray big,CLEANING SUPPLIES,hit spray,hit spray,0.92
mbS Traders-exo dishwash cake,CLEANING SUPPLIES,dishwash cake,dishwash cake,0.92
mbS Traders-soap powder,CLEANING SUPPLIES,soap powder,soap powder,0.92
tandoori tikka powder,CLEANING SUPPLIES,ant powder,ant powder,0.6452
washing powder,CLEANING SUPPLIES,washing powder,washing powder,1.0
AVT Premium Tea,"FLOUR, GRAINS & DRY GOODS",tea,tea,0.92
Atta Loose,"FLOUR, GRAINS & DRY GOODS",atta,atta,0.95
Atta-Tasty-pkt-1kg,"FLOUR, GRAINS & DRY GOODS",atta,atta,0.92
Bornless Chicken- pattambi,"FLOUR, GRAINS & DRY GOODS",atta,atta,0.92
Corn Meal - Chola Rava,"FLOUR, GRAINS & DRY GOODS",corn meal,corn meal,0.92
Corn Meal - MAKKA RAVA,"FLOUR, GRAINS & DRY GOODS",corn meal,corn meal,0.92
Dried Yeast,"FLOUR, GRAINS & DRY GOODS",dry yeast,dry yeast,0.8
Drum for Maida,"FLOUR, GRAINS & DRY GOODS",maida,maida,0.92
Elite-Maida-50Kg,"FLOUR, GRAINS & DRY GOODS",maida,maida,0.92
Faizal Pattambi-Bornless Chicken,"FLOUR, GRAINS & DRY GOODS",atta,atta,0.92
Instant Dried Yeast,"FLOUR, GRAINS & DRY GOODS",instant yeast,instant yeast,0.9
Instant Dried Yeast-500gm,"FLOUR, GRAINS & DRY GOODS",instant yeast,instant yeast,0.9
K.M. Hypermarket-chola rava-,"FLOUR, GRAINS & DRY GOODS",chola rava,chola rava,0.92
KABULI CHANA,"FLOUR, GRAINS & DRY GOODS",kabuli chana,kabuli chana,1.0
Local Purchase-Horlicks Small packet-,"FLOUR, GRAINS & DRY GOODS",horlicks,horlicks,0.92
Local Purchase-Maida,"FLOUR, GRAINS & DRY GOODS",maida,maida,0.92
Local Purchase-Nawab ponni rice-,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
Local Purchase-Price sticker,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
Local Purchase-Soya chunk,"FLOUR, GRAINS & DRY GOODS",soya chunks,soya chunks,0.5556
Local Purchase-atta,"FLOUR, GRAINS & DRY GOODS",atta,atta,0.92
Local Purchase-atta-,"FLOUR, GRAINS & DRY GOODS",atta,atta,0.92
Local Purchase-masoor dal red,"FLOUR, GRAINS & DRY GOODS",masoor dal,masoor dal,0.92
Local Purchase-nawab rice,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
Local Purchase-rice-,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
Local Purchase-surabi maida,"FLOUR, GRAINS & DRY GOODS",maida,maida,0.92
Maida,"FLOUR, GRAINS & DRY GOODS",maida,maida,1.0
Maida 50 kg,"FLOUR, GRAINS & DRY GOODS",maida,maida,0.92
Maida(Porotta 50kg),"FLOUR, GRAINS & DRY GOODS",maida,maida,0.92
Maida-50kg,"FLOUR, GRAINS & DRY GOODS",maida,maida,0.92
Mansoor Traders-Sugar Balls-,"FLOUR, GRAINS & DRY GOODS",sugar,sugar,0.92
Masoor-Red,"FLOUR, GRAINS & DRY GOODS",masoor dal,masoor dal,0.9
Noor Jahan Rice 25kg,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
PTM stores-nawab rice,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
Ponni Rice,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
Ponni Rice-Bag,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
Prime-Instant Dried Yeast-500Gm,"FLOUR, GRAINS & DRY GOODS",instant yeast,instant yeast,0.9
Rava,"FLOUR, GRAINS & DRY GOODS",rava,rava,1.0
Rice-Nawab-26kg,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
Rice-Ponni,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
Rice-ponni,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
Rice-ponni-Madurai,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
Royal HyperMarket-Corn Meal,"FLOUR, GRAINS & DRY GOODS",corn meal,corn meal,0.92
Royal HyperMarket-Corn Meal-,"FLOUR, GRAINS & DRY GOODS",corn meal,corn meal,0.92
Soya loose,"FLOUR, GRAINS & DRY GOODS",soya chunks,soya chunks,0.9
Sugar,"FLOUR, GRAINS & DRY GOODS",sugar,sugar,1.0
Sugar-Loose,"FLOUR, GRAINS & DRY GOODS",sugar,sugar,0.95
Tea Kannan Devan,"FLOUR, GRAINS & DRY GOODS",tea,tea,0.92
Tea Loose,"FLOUR, GRAINS & DRY GOODS",tea,tea,0.95
Vermicelli Mix,"FLOUR, GRAINS & DRY GOODS",vermicelli,vermicelli,0.92
atta,"FLOUR, GRAINS & DRY GOODS",atta,atta,1.0
